Date,Open,High,Low,Close,Adj Close,Volume
31-05-2000,27.030722,27.477226,26.584217,26.687256,15.960139,3983300
01-06-2000,26.584217,27.33984,26.172058,27.202454,16.268248,8471400
02-06-2000,27.33984,27.855038,26.240751,26.584217,15.898517,7964100
05-06-2001,26.790295,28.33589,26.755949,27.958078,16.720146,6330300
06-06-2001,27.958078,27.958078,27.374187,27.477226,16.432581,6345100
